热词,PC1,PC2
"姐姐,孩子,宝宝,好漂亮,好美,妈妈,父留子,发呆,泰国,勇敢,姐妹,猪头,有钱,感觉,宕机,年轻,英国,好可爱,好看,小孩,抱抱,小姐姐,状态,天天开心,惠州,我还以为,意外,特效,OK,照顾",2300194.805278682,24529.5044885037
"儿子,孙子,孩子,我儿子,结婚,回来,偷着乐,大学,女儿,我家,奶奶,上学,不想,生孩子,媳妇,儿媳妇,给我,父母,婆婆,女朋友,幼儿园,龟孙,不结婚,气死,毕业,谈恋爱,上大学,恭喜恭喜,带孩子,闺女",7796332.412700236,-94677.01888164901
"苹果,好丑,好看,我要,华为,我想,活跃,董先生,三废,夫妇,账号,嫌烦,贾乃亮,福袋,广东,泼天,抱抱,主播,富贵,什么时候,家人们,坚持下去,评论回复,舒畅,中衣,郝邵文,降临,锦鲤附体,必中,one",-1491773.0930028753,-26754.39199044807
"OK,喜欢,退后,调皮,声音,让我,宕机,发呆,九转,大肠,爱看,宝宝,先看,猪头,我去,好爽,勾引,老公,我来,爽了,俯卧撑,抖音,感觉,红温,给你,刷到,卧槽,艾特我,评论区,哥哥",-2121772.311114369,106831.71548663132
"熄火,开会,领导,车灯,大哥,小鬼,会开,狠人,估计,酒驾,没油,感谢,人才,走了,完会,喝了,这是,掌声,打着,骨头,给你,哥们,胆子,喝多了,开车,熬汤,鬼怕恶人,灭了,开走,管用",-18372.14456876181,22652.910016547517
"紫皮卡,紫皮,古董,光天使,OK,皮肤,推荐,紫薯,换了,联动,宕机,分解,古董商,宿伞,能换,红蝶,约瑟夫,留着,医生,没用,永生花,演绎之星,想换,渔女,返场,我要,解锁卡,调皮,想要,日月相随",-3055070.668434548,248.98665711728972
"小马宝莉,宕机,OK,柔柔,老实,发呆,我家,翅膀,九转,大肠,影视化,喜欢,笑死我了,小马,真马,珍奇,碧琪,月亮公主,苹果嘉儿,紫悦,宝莉,云宝,ing,求放过,好看,大行,老师,调皮,分享,喜欢吗",-1544274.6096515823,83595.59675932614
"守约,OK,百里,ban,感觉,大招,二技能,队友,老实,超标,新赛季,位移,伤害,暴击,英雄,百里守约,射手,伽罗,泰国,九转,大肠,宕机,逆天,策划,改了,攻速,普攻,排位,三段,打了",731201.7619694173,-55560.01442205298
"老实,OK,战争践踏,小猫,流浪,火龙果,圣体,好了,给它,先天,给他,我家,冰封王座,复合弓,跪下,不灭之握,扇风,猫条,键帽,不熟,讲道理,一顿,不打,养猫,窝心,道歉,巴掌,不行,东西,一脚",-1847918.4181103949,-26748.97628444856
"暗恋,高中,大学,喜欢,缘分,勇敢,男生,学校,初中,姐妹,的人,遗憾,遇见,感觉,心跳,重逢,释怀,不知道,认出,喜欢的人,抱抱,大胆,逞强,落泪,和他,在一起,见到,让我,胆小鬼,不到",622735.4669760512,335341.360246903
"暴雪,OK,居里夫人,爱看,喜欢,拒绝,女色,做起,发呆,刷到,最爱,山西,山东,河北,真好看,啥意思,告诉,我发现了,灵机一动,江苏,顶得住,咒骂,好看,个雷,好白,观看,好喜欢,不戳,真好听,我觉得",-2974669.0553441457,17889.576531142004
"好可爱,猪头,彩礼,小鼻嘎,小狗,太可爱了,宝宝,想要,喜欢,好乖,狗狗,好萌,求求了,啊啊啊啊,鼻屎,给我,好喜欢,想养,约克夏,一只,小狗狗,眼含,热泪,我要,给你,啊啊啊,拍照,妈呀,谢谢,小鼻",-754607.1896919236,178875.95683818116
"军人,感谢,点赞,英雄,中国军人,人民,致敬,海军陆战队,速度,子弟兵,救人,平安,好人,一生,海军,游泳,的人,中国,太帅了,可爱的人,动作,厉害,专业,优先,爱心,战士,国家,蛟龙,体力,姿势",3467447.0914563397,52149.01738916251
"走步,后续,好球,防守,犯规,没毛病,漂亮,启动,出界,动作,打球,眼镜,球权,OK,推人,干得漂亮,舒服,解气,衣服,传球,黑衣服,主动,转身,打起来,兄弟,笑死我了,到位,好帽,膝盖,红衣服",597114.3734651124,-7585.729778905159
"爱人,如养,耳光,我以为,睡莲,开花,发呆,开了,没开,宕机,炒菜,OK,光合作用,这是,九转,大肠,感觉,笑死我了,绝望的,温柔,我养,扇巴掌,暗中观察,买过,养花,花是,暴力,恐吓,适合,懂了",9161153.470746014,-126620.01180746985
"中国,支持,设在,梅洛尼,爱心,感谢,世界,国家,人民,意大利,全世界,和平,点赞,风韵犹存,聪明的,美女,土地,不错,同意,不需要,世界和平,中国人,太平,安稳,日子,反对,没毛病,漂亮女人,正义,正确",-3347133.7297591474,-38067.396666718356
"你开,一家,早餐店,火锅店,蛋糕店,开奶茶,求你了,烤肉店,开个,烧烤店,给我,求你,努力,甜品店,OK,闺蜜,炸鸡店,奶茶店,快开,水果店,开超市,调皮,零食店,能不能,感谢,麻辣烫店,你能不能,谷子,开店,快去",-2328718.3797586774,5824.759330230605
"好朋友,朋友,喜剧,哭了,回应,山谷,阶段性,感觉,英杰,不回,作品,回音,的人,小品,渐行渐远,都是,落泪,人生,只能,自回,逞强,煽情,抱抱,悲剧,不知道,关系,让我,希望,陪伴,陪你走",5099060.657876648,202113.19258268966
"一鸣惊人,九转,大肠,后座力,挺大,老师,关心,真有,小孩,玩吃鸡,s686,后坐力,配偶,小伙子,裂开,确实,领导,笑死我了,留名,keep,er,woe,into,小蛋糕,羊崽,金达,一诺,zoet,用户,治好",203955.22960448358,137445.36314213736
"棉籽油,奶奶,猪油,吃了,孩子,东西,不好,不出,地沟油,都是,的人,老奶奶,报告,不健康,资本,棉油,邯郸,菜籽油,造谣,味精,吃的,棉花,好吃,健康,有害,炸串,干净,辟谣,跑断腿,危害",-945978.8510083077,-29678.36581100178
"鹦鹉,拔牙,睡了,抖音,吃蟑螂,宕机,bbox,狗子,刷到,恐龙,乐器,整齐,队伍,我爸,发呆,九转,大肠,酷狗,刮车,唱歌,好像,绝望的,口水,黑嗓,我想,box,刺激,熬夜,唐僧,吃汉堡",-1463338.6775281597,106469.422235515
"中国,爱心,感谢,点赞,为国争光,中国人,争光,骄傲,小伙子,明星,好样的,最棒,帅哥,人民,少年,陈佳鹏,真棒,日本人,小伙,赞赞赞,孩子,中华,为祖国,英雄,做到了,强则,国强,一线,好儿郎,平安果",-2573378.1787655656,-16274.254832721228
"身材,好看,喜欢,不白看,丰满,瑞士,爱看,姐姐,发呆,少妇,迷人,太美了,酒窝,好白,漂亮,孩子,爱心,感觉,真好看,哇塞,小姐姐,美女,性感,不错,真好,抱抱,给你,风韵犹存,你点赞,好身材",-2229863.9436585917,-30296.423964157406
"评论区,OK,调皮,喜欢,照片,弟弟,成熟,咋了,玩梗,长得,小孩,发呆,宕机,不喜欢,努力了,谈个,躺平,干嘛,男初,让我,帅哥,小哥哥,猜猜,链接,不一样,主页,猪头,直接秒了,认成,不好意思",-4094382.594245072,5091.369421069481
"工作,老板,爬楼,富人,穷人,现实,东西,挣钱,真多,我能,破产,看客,留下,小心心,鼓励,规则,制定,时间,退休金,三楼,肌肉壮汉,就地解决,女的,真棒,实验,精髓,电视剧,杀人,长按,屏幕",-545606.4696071884,-39517.245405357746
"平均,人才,比喻,解释,主播,感谢,段子,哥们,兄弟,高手,淋离,尽致,大才,天才,奇才,平均值,台湾省,幽默风趣,的人,形象,透彻,明白,超越,相声,一词,极致,最牛,发言,懂了,马云",-860372.143253861,4733.452408971338
"当兵,看得,留子,来人,中国,好帅,太帅了,热血沸腾,骄傲,自豪,中国人,国家,鸡皮疙瘩,热血,澎湃,激动,集合,队伍,我爸,海军,白色,白衣服,华夏,震撼,在场,留学生,走路,狗仗人势,老家,娘家",7887991.040961247,235924.12720573536
"想的,女人,酒店,男人,矜持,墨迹,故作,猎物,图谋不轨,懂你,猎人,理由,想法,宝宝,下手,女朋友,好色,聊天,评论,都是,评论区,方式,女的,发呆,高端,找个,妹子,好像,老婆,抱抱",5543735.70726667,-14078.352359839038
"宕机,九转,大肠,白象,唱歌,胡赛,胡塞武装,野史,还挺好听,MV,武装部队,好听,抖音,世界,贴脸,开大,发呆,真好,给我,好听的,OK,武装,武器,风格,感觉,打仗,咖喱味,猪头,网络,宣传",-2665572.0123138055,29672.318115313894
"贝贝,好看,摄影师,加鸡腿,喜欢,艺术,动作,真好,男人,聊天,索额图,镜头,都是,看了,越好,舞蹈,女人,抖音,真好看,点赞,衣服,身材,干净,感觉,漂亮,视频,色狼,完美,灵机一动,不错",1540741.2902181856,-91632.77554640769
"狗鱼,法国,狗子,这是,涛哥,笑死我了,泥牛,水猴子,斗鱼,宕机,冯小刚,九转,大肠,笑死了,斗牛,阁下,疑问,像鱼,请问,找到,OK,康娘,抓到,看到最后,多余,笑不活了,好笑,发声,看你,糟糕",7865838.0738588795,266576.5593800055
"知不道,大娘,山东,济宁,口音,撤回,不知道,善良,奶奶,大河,山东话,刚嫁,离了婚,xin,说话,灵机一动,菏泽,老太太,淹死,倒装句,山东人,骨子里,一句,不道,感觉,给你,好人,小伙,二声,谁知道",95930.69905137364,20812.351348764052
"笑死我了,郭老师,妹子,保存,医生,有点像,晓丽,OK,视频,打针,九转,大肠,跑了,郭子,打开,小丽,大妹子,无骨,好像,老姐姐,感觉,我笑死,笑死了,宕机,笑死老子,啊啊啊啊,超级无敌,死吗,似曾相识,友人",-1343016.4154801108,232091.89917556068
"出道,出道吧,姐姐,感觉,OK,手抓饼,已婚,已育,少年感,老师,宕机,九转,大肠,评论区,调皮,发呆,刷到,唱跳,张峻豪,子墨,收拾,我以为,给你,首歌,破音,我觉得,去吧,有活力,实力,抖音",-1477892.3708673539,17652.90164356886
"詹姆斯,老詹,上篮,追帽,防守,隆多,伊戈达拉,摊手,抢断,集锦,盖帽,笑死我了,低头,快攻,叉腰,威少,OK,哈登,克莱,库里,记得,加速,no,扣篮,放过,九转,大肠,不知道,拉杆,都是",-2056742.6142370026,18858.292565303367
"灰太狼,好帅,喜羊羊,去看,宕机,OK,感觉,我去,发呆,太帅了,好看,看了,喜羊羊与灰太狼,初号机,喜欢,电影,九转,大肠,猪头,狼叔,爱看,要看,年轻,调皮,超级飞侠,帅了,装到了,长大,好帅啊,卧槽",-3044956.7231568983,34738.53424799172
"好看,青春,给你,好像,好好看,喜欢,艾米,发呆,感觉,有点像,好美,宝宝,宕机,照片,拍照,拍出来,妹妹,法老,相机,校服,长得,陈妍希,猪头,安排,好可爱,好漂亮,爱心,摄影师,刘亦菲,美女",1373719.0516365794,84850.68769414088
"OK,暗区突围,笑死我了,吹波,五杀,喷他Q,九转,大肠,打波,笑死了,六杀,音效,同事,拿下,努力,倒了,省流,笑成,笑死我,吓死,宕机,服了,男人,调皮,发呆,咒骂,达波,不死鸟,五铲,阶级",-3568760.1046686303,-6497.196245508385
"OK,起手,爽了,舒服了,零帧,男人,凉皮,舒服,吾辈楷模,西格玛,笑死我了,不吃,干得漂亮,女的,好爽,牛逼,漂亮,宕机,发呆,干的漂亮,女人,九转,大肠,解气,评论区,转发,看着,恐婚,点赞,情绪",-3162745.626846089,23442.780943971076
"没毛病,身材,爱心,你说,喜欢,实话,精辟,大实话,真话,太对了,美女,感谢,实话实说,真心话,美极了,点赞,迷人,透彻,男人,漂亮,平安果,到位,抱抱,好身材,实在,道理,谢谢,娘们,迷死人,偿命",934446.4804807073,-45904.473164921365
"感谢,成绩,上岸,飙升,希望,全科,有副作用,接接,家人,中考,顺利,无副作用,希望我,平平安安,身体健康,成功上岸,录取,平安,所愿,好运连连,心想事成,理想,健健康康,超常发挥,暴富,考上,好运,金榜题名,找到,工作",2381875.975930623,163667.968235049
"出来了,人间大炮,孩子,陆游器,发射,结婚,小孩,出不来了,笑了,视频,瘦了,灵机一动,饿瘦,原谅,阿姨,不厚道,困难,好像,缺点,严肃,忍不住,王多鱼,憋不住,量产,彪哥,学校,汤姆猫,顽皮,没事,头能",3232367.1997763254,181292.39110574077
"OK,手法,笑死我了,宕机,澳门,发呆,我去,朋友,摸牌,下家,山东,厨房,开扇,两斤,学会了,给你,笑死了,打法,打牌,牛逼,逆天,一手,九转,大肠,的人,哥们,笑死我,摸了,学学,大王",-1642589.9016038273,59150.322305312126
"胡辣汤,周树人,评论区,宕机,服务员,发呆,百草园,周迅,好像,九转,大肠,看成,人多,客人,桌子,救不了,起猛,两碗,学医,一碗,中国人,有了,闰土,喝的,迅哥,世界,老板,两份,病了,树人",9913795.220177744,189125.65313381478
"爱心,感谢,老师,谢谢,平安果,吉言,你好,人生,平平安安,谢谢你,感恩,遇见,早上好,快乐,优秀的,帅哥,点赞,发发,发大财,健健康康,快快乐乐,万事如意,心想事成,财源广进,全家,幸福安康,关心,朋友,支持,主播",-4431567.470584173,-896.1701570842415
"二仙桥,成华大道,腰马合一,谭警官,都是,节目,大爷,笑死我了,到二仙桥,全家,中国足球,搞笑,成都,四川人,经典,已读,人才,看过,吃牢饭,看你,笑死,造孽,都是人才,四川,剧本,陈冠希,笑死了,看了,钓鱼执法,共享单车",-72573.10597997904,-32406.282825058508
"OK,联动,宕机,五条悟,诸葛亮,咒术,王者,回城,宿傩,大招,王者荣耀,发呆,咒术回战,国际服,逆天,报警,五条,皮肤,腰斩,九转,大肠,司马懿,上半身,诸葛,国服,疑问,水冰月,死了,虎杖,能不能",-506607.33833243605,10006.38520985048
"顺手,OK,照片,青春,朋友,收藏家,羡慕,羁绊,小乔丹,兄弟们,开心,毕业,爬山,合照,也有,哥们,拍个,拿出,火星,眼含,热泪,氛围感,拍的,背景音乐,一个人,只能,偷看,玩到,咒骂,满月酒",-3390969.036698005,52393.05282070423
"好可爱,发型,年画,娃娃,小孩,宝宝,儿子,头发,福娃,给你,老款,太可爱了,好像,好看,的发型,发呆,安排,喜庆,猪头,喜欢,真可爱,给我,适合,三毛,宕机,耐看,同款,胖宝宝,好乖,好可爱呀",3363215.6412890432,78927.67031931528
"孩子,考上,高考,亲戚,我家,大学,女儿,希望,我儿子,摆酒,亲戚朋友,摆酒席,考了,恭喜恭喜,不好,都是,酒席,儿子,人心,庆祝,点赞,陌生人,嫉妒,抖音,成绩,父母,升学宴,考得,小孩,人性",763301.0671282858,-80050.83776656505
"感谢,都一样,只能,国家,全国,社会,报警,地方,支持,律师,人民,幸福,的人,解决,太可怕了,现实,给你,点赞,这是,悲哀,江西,老百姓,中国,正义,幸福感,希望,无法无天,兄弟,经历,灵机一动",-3416377.105531445,-23236.813926683135
"张子,教练,孩子,比赛,澳大利亚,团队,一个人,队员,输了,打的,很棒,篮球,国家队,运动,成长,心疼,努力,中锋,子宇,亚军,表现,队长,冠军,姚明,感觉,别哭,不行,优势,机会,战术",4147699.75907759,-123518.79395939823
"领养,流浪猫,回家,收养,懂事,猫猫,奶牛,奶牛猫,走了,希望,给它,带回家,小区,感谢,尾巴,哭了,我家,看着,找个,好人,博主,流浪,收了,背影,善良,心疼,警长,猫咪,失望,头也不回",-3028459.615745008,-16116.77308413088
"好可爱,猪头,小猫,猫猫,小猫咪,宝宝,哭了,幸福,给我,感觉,我去,我家,拉屎,想要,回家,也有,抱抱,天呐,调皮,谁懂,爱心,羡慕,房子,妈呀,喜欢,铲屎,老实,要养,好喜欢,长大",2102861.6110647004,250084.2014430245
"OK,宕机,狂欢之椅,刷到,美甲,喜欢,给你,想要,九转,大肠,适合,第五人格,喜欢吗,朋友,调皮,做个,不对劲,艾特,发呆,做美甲,大王,给我,真想,我想,感觉,我要,无缘无故,你喜欢,AAA,不想",-1102825.5567617845,77177.01813572491
"感谢,好人,平安,一生,狗狗,夹子,好心人,的人,哭了,自导自演,善良,流泪了,感动,谢谢,爱心,伤害,人类,感恩,点赞,眼泪,动物,人性,流量,希望,心疼,有灵性,救助,好人好报,拍视频,有灵",-1199779.7704353142,-31808.122667689247
"好人,平安,一生,感谢,善良,孩子,的人,生意兴隆,老板,懂事,女儿,点赞,感恩,红包,正能量,小女孩,水果,一家人,拒绝,救人,父母,财源广进,发大财,真好,好心人,儿子,果妹妹,水果店,电话,老师",-465334.45835975744,-50066.20006871181
"油纸伞,喜欢,想要,好看,想买,好好看,OK,纸伞,好喜欢,声音,姻缘,婉转,下雨了,泣血,感觉,下雨,地铁,宕机,猪头,给我,太好了,雨巷,发呆,我要,好美,适合,悠长,寂寥,学校,我去",2449291.333698634,90800.83969977818
"点子,暗中观察,馊主意,点子王,男人,我有,九转,大肠,养老,组队,好主意,主意,有没有,灵机一动,国家,大龄剩男,王侯将相,不才,兄弟们,有种乎,钳工,车床,电焊,技能,兄弟,我能,在一起,想法,族谱,机床",-1249227.3401606702,17909.67325438353
"长隆,广州,带我去,出发,我去,OK,紫色,儿子,喜欢,好看,长隆水上乐园,你老婆,你们老婆,老婆,水上乐园,知更鸟,快乐,有没有,去不去,宕机,发呆,猪头,粉色,报考,避雷,大连,海洋大学,宿舍,菜市场,二次元",-2086805.837944768,4846.4968240200105
"冰箱,老人,哥远,要强,第三关,咬牙,故事会,登上,向前冲,造型,过关,稳住,心思,实力,快乐,落水,直播间,全是,展示,拿出,博尔特,速度,兄弟们,柱子,过不去,正式开始,山东,失败了,卢比,我给",-1906838.5860765367,-6313.232114564031
"健身,肌肉,动漫,OK,拳愿,感觉,斜方肌,健身房,宕机,肌肉男,教练,逆天,喜欢,阿修罗,世界观,九转,大肠,爱看,健身知识,画风,发呆,适合,专业,日本,好看,卧推,正经,少女,东西,暗中观察",1712495.6653024415,9065.764314902386
"好可爱,宝宝,想养,鼠鼠,猪头,仓鼠,小宝宝,好像,金丝熊,哭了,喜欢,抱抱,好乖,文案,走了,发呆,太可爱了,越狱,奶酪,小仓鼠,眼含,热泪,想要,我去,吃的,这是,调皮,超级可爱,我家,乖宝宝",-3095221.1291803974,92020.67454943288
"男二,公主,重生,女主,感觉,陈鹤一,殉情,喜欢,原著,男主,他杀,小说,一世,苏容,太子,看了,弟弟,薄荷,好像,网红,看过,九转,大肠,好看,反派,寒夜,好帅,杀了,发呆,眼熟",7308951.91077815,-51479.77333117798
"摄影师,昆汀,真知棒,最爱,发呆,好看,收藏,综艺,OK,昭仪,喜欢,脚丫子,玉竹,谢谢,辛芷蕾,TvT,粉丝,阿尔卑斯,这是,不懂就问,真棒,小脚,猪头,盲猜,股东,老四,四哥,几岁了,太会了,你喜欢",-2290252.0131280906,-24632.830219050426
"好看,婚纱,漂亮,哇塞,真好看,发呆,旺夫,丰满,鲫鱼汤,色狼,极品,迷人,好美,穿上,美女,不错,这是,老婆,有钱,给我,儿子,视频,漂亮大方,肤白,腿长,招财,生活,规律,后妈,太美了",-3304232.125954114,-20327.688205551633
"凉快,六盘水,贵州,空调,外套,铜仁,地方,毕节,遵义,威宁,盖被,下雨,朋友,避暑,被子,衣服,感冒,外省,小岳岳,安顺,贵州省,灵机一动,短袖,中国,机会,不知道,冷得,裙子,本地人,威宁县",-2621650.0278570554,-51810.01619791487
"好帅,何浩楠,小何,太帅了,小狗,ber,陌生,种地,演唱会,潮男,帅死了,杀疯了,哥几个,江浙沪,好帅啊,追着,男团,做大做强,帅到,发呆,取件,舞台,啊啊啊啊,农民,羡慕,逞强,落泪,老公,鸽们,头发",-2376796.4749508575,52882.56212087723
"善逸,带土,李星云,鸣人,OK,成长,我妻善逸,白小纯,神威,难藏泪,想到,狯岳,路明非,的故事,宝宝,少年,艾伦,金木研,劳埃德,师兄,路飞,无限城,搞笑,金木,博人,算不算,鸣柱,爷爷,长大,佐助",-2473638.903143898,-29376.035399888842
"转场,好看,看了,感觉,好好看,张凌赫,牛牛,OK,好看的,好喜欢,喜欢,好帅,很好看,去看,电视剧,眼含,热泪,眼神,镜头,有感觉,男女主,我去,骚剧,夫妻,勾引,超级好看,优酷,专场,不错,女主",-3484395.1542516635,23035.465417826308
"宕机,考场,中考,发呆,炸裂,OK,老师,牛逼,考试,评论区,皮带,笑死我了,逆天,九转,大肠,监考,黄毛,精彩,笑死了,的人,无敌了,我去,学校,睡觉,高考,疑问,打火机,看评论区,中文,女生",1888266.635101283,92394.15565949478
"书记,主播,晓磊,感谢,为民,做到了,支持,希望,正能量,爱心,县委书记,我不知道,名字,山东,淄博,转发,支持主播,行甲,挺好,党员,喝酒,保重,人民,滴人,好官,的马,试问,还有谁,大赞,东来",-2765545.1031982806,155.73544886625314
"飞行员,孩子,玩过,笑死我了,干过,小朋友,转晕了,笑了,眼泪,长大,航天员,出来了,不厚道,看了,宇航员,小孩,大人,晕了,忍不住,我小时候,空军,没忍住,肚子疼,训练,笑得,笑死了,感觉,晕头转向,不笑,聪明",-151628.23311693314,-39633.68117549106
"噬元兽,消化,电影,猫猫,好可爱,我家,宇航员,猫咪,福瑞,设定,也有,压缩包,漫威,烂片,晕船,吐出来,宕机,吃了,这是,小猫咪,吞噬,简单,吐了,惊奇队长,触手,橘猫,九转,大肠,元兽,强大",4521284.079531774,-110048.31805041604
"宝宝,梦见,梦到,妈妈,做梦,令郎,浮夸,好可爱,胸肌,心疼,胸大肌,孩子,拍拍,抱抱,告别,婆婆,我儿子,这是,好了,爸爸,哭了,宝贝,我家,睡觉,失恋,小孩,高考,肉肉,跑了,哄哄",2571587.4335859586,-39107.34559216206
"月球,导弹,地球,马赫,中国,核弹,打击,国家,速度,月亮,发射,部署,从天而降,外星人,嫦娥,弹道,掌法,武器,种花家,美国,我国,技术,回来,卫星,会不会,能力,大气层,奥特曼,钱学森,计划",8438606.417926325,-50391.206404595905
"武汉,江滩,看海,长江,海浪,涨水,发呆,感谢,这是,下雨,瓷砖,城市,水位,汉口,地方,游泳,宕机,大雨,江浪,声音,马尔代夫,被淹,感觉,我去,江水,去过,有鱼,坐在,抓鱼,湖北",2050804.4476536606,-62062.37083123318
"穿衣自由,支持,爱看,衣服,屁股,集美,好看,评论区,你老婆,喜欢,内裤,区别,九转,大肠,你们老婆,这是,泳衣,女孩子,自由,感觉,发呆,老婆,普及,裤子,身材,看什么,OK,女朋友,不高兴,不白看",-281223.59113955405,144660.07034551626
"辛巴,雄狮,鬣狗,小狮子,木法沙,狮子,孩子,狮子王,爸爸,好可爱,小西几,老虎,动物,领地,父亲,底气,儿子,强大,钓鱼执法,拼爹,舍不得,人类,巡视,看着,联盟,靠山,狮王,暗中观察,灵机一动,老爸",4198373.62940225,-54625.72274004066
"媳妇,儿媳妇,好媳妇,美女,爱心,点赞,事理,道理,太对了,好儿媳,感谢,你点赞,通情达理,懂事,儿媳,女人,聪明,明理,奶奶,孩子,说得对,有素质,教育,孙子,老婆,妈妈,聪明的,的人,贤妻良母,你说",4526129.4216745775,-100305.98113827211
"皇帝,感觉,朱家,朱由检,朱元璋,崇祯,画像,朱厚照,好看,朱见深,朱佑樘,万贵妃,胡子,大明,韩国人,朱瞻基,长相,表情,朱棣,不像,朱祁钰,皇后,历史,正德,基因突变,越来越少,看着,张氏,现代人,朱允炆",1106789.4763228847,-74666.30989416881
"爱心,外交官,感谢,中国,点赞,支持,美国,霸气,拳头,祖国万岁,祖国,平安果,人民,团结一致,优秀,回应,外交,华姐,中国人,惊讶,搞乱,国家,谢谢,咖啡,为祖国,正能量,太棒了,致敬,太好了,骄傲",-1641699.5806727516,-56519.7996249968
"笑死我了,队友,火箭,都是,九转,大肠,不打,大难临头,基站,笑死了,探测,宕机,打不过,有没有,OK,好队友,笑死,大招,超体,四个,逃跑,闪电,不想,走了,带我,人机,趴下,全是,调皮,四个人",-1833962.433077721,-11234.257342832956
"燕子,好可爱,宕机,和谐,评论区,我家,发呆,猪头,九转,大肠,找到,笑死我了,妈妈,脸红,调皮,牡丹,好像,组织,回来,OK,太可爱了,孩子,会不会,笑死了,小燕子,也有,飞上去,宝宝,虫子,小鸟",-2097775.2783796815,39621.39163267139
"严惩,重判,判刑,校园霸凌,孩子,感谢,手铐,严惩不贷,警察,女儿,父母,施暴者,打人,重罚,法律,出手,受害者,档案,案底,支持,惩罚,心生,带上,严肃处理,正能量,情况,交给,留下,严判,校园",3717244.400335204,-75110.68026321974
"舒服,好爽,强迫症,解压,看着,极度舒适,爽了,舒服了,严丝合缝,榫卯,治愈,榫卯结构,感觉,舒适,看得,喜欢,老祖宗,木匠,OK,木工,好喜欢,福音,爱看,猪头,小说,智慧,宕机,发呆,的人,患者",6001710.202349914,208190.1119633034
"烦恼,宕机,笑死我了,焦虑,九转,大肠,在意,没事,笑死了,聚拢内衣,发呆,聚拢,好了,小众,李准基,直白,感觉,男人,笑死,穿个,还好,第一句,一句话,距离,打车,胸肌,男生,内衣,开头,外扩",1567008.7889374187,68687.53817901798
"结婚,秋雅,新娘,刷到,又唱又跳,显眼包,伴娘,视角,伴娘服,OK,九转,大肠,搁这,风头,小姐姐,感觉,左三,在这,宕机,动作,就知道,婚礼,左二,好看,女的,没穿,抖音,直播,视频,评论区",6768824.576736413,-91791.69111698074
"狮子,orange,苹果,lion,辛巴,英语,宕机,老虎,笑死我了,OK,tiger,九转,大肠,nana,英文,eleven,全家,Orange,monkey,one,这是,发呆,水平,莱恩,不拿拿,大学生,ba,应该是,橘子,橙子",707377.9408208467,13210.493605251402
"马奔,初中,OK,留后,宝宝,学会,土耳其,裙子,舞蹈,给我,链接,网吧,草地,如你所愿,喜欢,盛世,调皮,巴雷特,屁股,要给,烟头,你老婆,感觉,看你,玩了,利群,爱看,感谢,人机,玩马",-1427430.857565817,93175.12780091533
"孩子,报警,尿裤子,小孩,父母,奶奶,的人,保姆,不喜欢,亲戚,不知道,心疼,孙女,婆婆,老人,小女孩,爸妈,不好,很正常,教育,女儿,带孩子,放心,感谢,方式,两岁,尿床,太过分了,打了,公婆",5912805.740605479,-121136.84992092568
"廉颇,奎桑提,皮肤,孙策,删除,元流,凯隐,司马懿,OK,之子,改回来,能不能,装备,界面,稷下学院,王者,老虎,出皮肤,苏烈,原神大厅,荣耀典藏,乌迪尔,匹配机制,出个,加里奥,王者荣耀,好像,牛魔,出新,盘古",-297010.6655006986,-54254.54231407905
"皇爷,酒蒙子,料酒,你说,康熙,一生,视频,刷到,弘历,OK,喝了,不计其数,老酒鬼,巴图鲁,郑春华,威士忌,宫廷,液酒,白兰地,比巴卜,喝上,起猛,九转,大肠,爷爷,洋酒,玄烨,赏给,皇阿玛,老烟枪",-1786339.2223559832,-34021.81962758226
"笑死我了,发光,书中,黄金屋,笑死了,知识,拿书,力量,手机,OK,有点像,这就是,有意思,九转,大肠,感觉,作文,文案,宕机,老师,长得像,追逐,相信光,无敌了,好像,笑死我,学校,都会亮,被骗了,我爱学习",2703855.6456848457,155735.11590026174
"tee,seven,洪知秀,骄傲,国际,爽了,男团,演讲,OK,宝宝,VE,NTEEN,哭了,SE,眼含,热泪,好帅,抱抱,英文,梦想,svt,好棒,发言,英语,优秀,日韩英,猪头,老师,ing,下载",-3067101.967549176,101358.32982271869
"出国,翻译,英语,宕机,学英语,发呆,眼镜,高级,科技,想要,外语,价格,失业,我去,OK,九转,大肠,牛逼,还学,考试,学了,卧槽,英专生,雷总,好牛,语言,便宜,买个,感觉,天塌",587039.1394926608,10507.775733740571
"早日康复,感谢,逆行,醒来,保佑,外卖员,希望,醒过来,送外卖,加油啊,妹妹,平安,电动车,头盔,抱抱,骑车,闯红灯,学校,康复,哭了,加油加油,一定会,外卖,人生,姐姐,撞了,外卖小哥,上天,同学,讨厌",4336610.036461195,222385.70833827078
"爱吃,恶心,宕机,九转,大肠,传媒,最爱,不吃,OK,发呆,沙蛙,吃了,AK,好吃,喜欢,朋友,看着,yue,感觉,饿了,吃播,调皮,ak,给你,宝宝,艾特,东西,刷到,能吃,疑问",437787.6106314361,58647.65133692258
"老板娘,是你,美女,对得起,就是你,对不起,洗澡,爱心,你就是,点赞,你点赞,抱抱,你说,漂亮,是不是你,对的,丰满,小伙,老板,感谢,人才,你好,给你,幽默,经历,小伙子,你对,看你,调皮,嘴唇",2254956.3096167436,2162.0810274778632
